ipopt_zU_out
Variable noncollocation_error
0.13333333333333333 9.518468497402504e-13
0.14367 8.833636311896991e-13
0.17633 7.197468525834525e-13
0.2 6.345645664936242e-13
0.210337 6.197782941165261e-13
0.242997 5.899912674075535e-13
0.26666666666666666 5.764867500623747e-13
0.277003 5.711235138013236e-13
0.309663 5.548149130004792e-13
0.3333333333333333 5.435656564484227e-13
0.34367 5.387949457581018e-13
0.37633 5.242568943952991e-13
0.4 5.142014530714263e-13
0.410337 5.099302362155964e-13
0.442997 4.968892949251924e-13
0.4666666666666667 4.87847239225163e-13
0.477003 4.840009879100713e-13
0.509663 4.72237258339197e-13
0.5333333333333333 4.640627684413111e-13
0.54367 4.605810762389072e-13
0.57633 4.499157097552784e-13
0.6 4.424896580536208e-13
0.610337 4.393230473878488e-13
0.642997 4.296090945795168e-13
0.6666666666666666 4.2283320626585473e-13
0.677003 4.1573855555991324e-13
0.709663 3.838975076601595e-13
0.7333333333333333 3.5884311465406207e-13
0.74367 3.486530792297407e-13
0.77633 3.199466229227052e-13
0.8 3.019298391969547e-13
0.810337 2.946831618060815e-13
0.842997 2.739113714081701e-13
0.8666666666666667 2.6059838521174403e-13
0.877003 2.551821247540171e-13
0.909663 2.3945726382469987e-13
0.9333333333333333 2.292202182557781e-13
0.94367 2.2501924272857798e-13
0.97633 2.1270236779536877e-13
1.0 2.0458635562292276e-13
Variable ux
Variable uy
Variable uz
Variable thrust
Variable rx_dt
Variable ry_dt
Variable rz_dt
Variable vx_dt
Variable vy_dt
Variable vz_dt
Variable mass_prop_dt
Variable time_dt
